Collection Date,Locale,Grower,Sample Type,Acreage ,~Observed Q,Collected Q,Sample(s),Sample ID,,Sample Code,,Virus Infection ,Ilumina Sequencing,Comments,TRNA,TDNA,PCR Screening,PMMoV,BCTV,CMV,AMV,TYLCV,PYDV,BWYV,PepYDV,Begomovirus,MCDV,Cap. Actin,BPEV,Pepper Cryptic,BCRSV
8.3.22,oaks,mike,Squash L,4,100+,17,247,S5,,F242,,,Round 4 (Pool 23),,1,0,,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.3.22,oaks,mike,Squash L,4,100+,17,248,S6,,F243,,,Round 4 (Pool 23),,1,0,,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.3.22,oaks,mike,Squash L,4,100+,17,249,S7,,F244,,,Round 4 (Pool 23),,1,0,,N/A,N/A,N/A,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,PMMoV,BCTV,CMV,AMV,TYLCV,PYDV,BWYV,PepYDV,Begomovirus,MCDV,Cap. Actin,BPEV,Pepper Cryptic,BCRSV
8.22.22,oaks,mike,pepper_leaf,4,100+,5,250,P1,,F257,,PYDV,Round 4 (Pool 14),Plant in GH,1,0,,N/A,N/A,,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.22.22,oaks,mike,pepper_leaf,4,100+,5,251,P2,,F258,,PYDV,Round 4 (Pool 15),,1,0,,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.22.22,oaks,mike,pepper_leaf,4,100+,5,252,P3,,F259,,PYDV,Round 4 (Pool 17),,1,0,,N/A,N/A,N/A,N/A,N/A,1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.22.22,oaks,mike,pepper_leaf,4,100+,5,253,P4,,F260,,PYDV,,No picture was taken ,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8.22.22,oaks,mike,Whole Insect,4,100+,5,254,Aphids,,I6,,,,"Aphids were taken from F257 plant leaves., ",1,0,,,N/A,,,N/A,0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,PMMoV,BCTV,CMV,AMV,TYLCV,PYDV,BWYV,PepYDV,Begomovirus,MCDV,Cap. Actin,BPEV,Pepper Cryptic,BCRSV
8.31.22,Bixby,glenn,tomato_leaf,10-20,100+,2,255,T1,,F245,,TYLCV,,,0,1,,N/A,,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
8.31.22,Bixby,glenn,tomato_leaf,10-20,100+,2,255,T2,,F246,,TYLCV,,,0,1,,N/A,,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,PMMoV,BCTV,CMV,AMV,TYLCV,PYDV,BWYV,PepYDV,Begomovirus,MCDV,Cap. Actin,BPEV,Pepper Cryptic,BCRSV
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,256,P1,,F247,,,,,1,1,,,0,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,257,P2,,F248,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,258,P3,,F249,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,259,P4,,F250,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,260,P5,,F251,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,261,P6,,F252,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,262,P7,,F253,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,263,P8,,F254,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,264,P9,,F255,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,265,P10,,F256,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,266,P11,,F261,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,267,P12,,F262,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,268,P13,,F263,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,269,P14,,F264,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,270,P15A,,F265,,BCTV,,,1,1,,,1,,,C,,,C,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,271,P15B,,F266,,"BCTV, PepYDV",,,1,1,,,1,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,272,P16,,F267,,"BCTV, PepYDV",,,1,1,,,1,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,273,P17,,F268,,"BCTV, PepYDV",,,1,1,,,1,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,274,P18,,F269,,,,,1,1,,,0,,,C,,,0,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,275,P19,,F270,,PepYDV,,,1,1,,,0,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,276,P20,,F271,,"BCTV, PepYDV",,,1,1,,,1,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,277,C-P1,,F272,,"BCTV, PepYDV",,Conner collected.,1,1,,,1,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,Willow,caleb_wooton,pepper_leaf,40,1000+,23,278,C-P2,,F273,,"BCTV, PepYDV",,Conner collected.,1,1,,,1,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,PMMoV,BCTV,CMV,AMV,TYLCV,PYDV,BWYV,PepYDV,Begomovirus,MCDV,Cap. Actin,BPEV,Pepper Cryptic,BCRSV
9.12.22,hydro,dean_smith,pepper_leaf,600,1000+,5,279,CO1,,F274,,,,,1,1,,,0,,,C,,,0,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,hydro,dean_smith,pepper_leaf,600,1000+,5,280,CO2,,F275,,PepYDV,,,1,1,,,0,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,hydro,dean_smith,pepper_leaf,600,1000+,5,281,CO3,,F276,,"BCTV, PepYDV",,,1,1,,,1,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,hydro,dean_smith,pepper_leaf,600,1000+,5,282,CO4,,F277,,,,,1,1,,,0,,,C,,,0,N/A,N/A,N/A,N/A,N/A,N/A
9.12.22,hydro,dean_smith,Pepper P,600,1000+,5,283,CO5,,F278,,PepYDV,,Plant in GH,1,1,,,0,,,C,,,1,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,PMMoV,BCTV,CMV,AMV,TYLCV,PYDV,BWYV,PepYDV,Begomovirus,MCDV,Cap. Actin,BPEV,Pepper Cryptic,BCRSV
9.16.22,Bixby,glenn,Tomato P,10-20,100+,N/A,284,N/A,,F279,,TYLCV,,Whole plant ,0,1,,N/A,,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
9.16.22,Bixby,glenn,Tomato P,10-20,100+,N/A,285,N/A,,F280,,TYLCV,,Whole plant ,0,1,,N/A,,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
9.16.22,Bixby,glenn,Tomato P,10-20,100+,N/A,286,N/A,,F300,,TYLCV,,Plant cutting,0,1,,N/A,,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
9.16.22,Bixby,glenn,Tomato P,10-20,100+,N/A,287,N/A,,F301,,TYLCV,,Plant cutting,0,1,,N/A,,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
9.16.22,Bixby,glenn,Tomato P,10-20,100+,N/A,288,N/A,,F302,,TYLCV,,Plant cutting,0,1,,N/A,,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
9.16.22,Bixby,glenn,Tomato P,10-20,100+,N/A,289,N/A,,F303,,TYLCV,,Plant cutting,0,1,,N/A,,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
9.16.22,Bixby,glenn,Tomato P,10-20,100+,N/A,290,N/A,,F304,,TYLCV,,Plant cutting,0,1,,N/A,,N/A,N/A,1,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
9.16.22,Bixby,glenn,Tomato P,10-20,100+,N/A,291,N/A,,F305,,,,Plant cutting,0,1,,N/A,,N/A,N/A,0,N/A,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,PMMoV,BCTV,CMV,AMV,TYLCV,PYDV,BWYV,PepYDV,Begomovirus,MCDV,Cap. Actin,BPEV,Pepper Cryptic,BCRSV
9.26.22,oaks,mike,pepper_leaf,4,100+,19,292,P1,,F281,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,293,P2,,F282,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,294,P3,,F283,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,295,P4,,F284,,,,,1,0,,,N/A,,,N/A,0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,296,P5,,F285,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,297,P7,,F286,,,,,1,0,,,N/A,,,N/A,0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,298,P8,,F287,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,299,P9,,F288,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,300,P10,,F289,,,,,1,0,,,N/A,,,N/A,0,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,301,P11,,F290,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,302,P12,,F291,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,303,P13,,F292,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,304,P14,,F293,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,305,P15,,F294,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,306,P16,,F295,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,307,P17,,F296,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,308,P18,,F297,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,309,P19,,F298,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9.26.22,oaks,mike,pepper_leaf,4,100+,19,310,P20,,F299,,PYDV,,,1,0,,,N/A,,,N/A,1,,N/A,N/A,N/A,N/A,N/A,N/A,N/A
,,,,,,,,,,,,,,,,,,PMMoV,BCTV,CMV,AMV,TYLCV,PYDV,BWYV,PepYDV,Begomovirus,MCDV,Cap. Actin,BPEV,Pepper Cryptic,BCRSV
,,,,,,,,,,F306,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,Remaining for Screening,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,92,23,194,92,0,64,92,1,0,0,0,0,0,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,563,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
