...1,list_ID,common_name,scientific_name,date,time,count,duration,location,latitude,longitude,count_tot,month,year
1758,S68032156,Bald Eagle,Haliaeetus leucocephalus,2020-04-29,10:01:00,1,38,US-OK,36.1433479,-95.9096313,43,4,2020
1759,S109319353,Bald Eagle,Haliaeetus leucocephalus,2022-05-08,09:23:00,2,17,US-OK,36.2349276,-95.9115887,56,5,2022
1760,S68032703,Bald Eagle,Haliaeetus leucocephalus,2020-04-29,10:01:00,1,40,US-OK,36.1444029,-95.9092834,44,4,2020
1761,S64885073,Bald Eagle,Haliaeetus leucocephalus,2020-02-20,15:59:00,1,93,US-OK,36.116064,-95.98525,200,2,2020
1762,S51186467,Bald Eagle,Haliaeetus leucocephalus,2019-01-01,15:57:00,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
1763,S64885077,Bald Eagle,Haliaeetus leucocephalus,2020-02-22,14:52:00,1,56,US-OK,35.813121,-95.405804,658,2,2020
1764,S64885104,Bald Eagle,Haliaeetus leucocephalus,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
1765,S64885085,Bald Eagle,Haliaeetus leucocephalus,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
1777,S69480437,Red-shouldered Hawk,Buteo lineatus,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
1790,S66797781,Red-shouldered Hawk,Buteo lineatus,2020-04-07,18:37:00,1,32,US-OK,36.1431952,-95.9334761,30,4,2020
1791,S88192658,Red-shouldered Hawk,Buteo lineatus,2021-05-15,12:31:00,1,46,US-OK,36.2222811,-95.9239566,37,5,2021
1792,S66369682,Red-shouldered Hawk,Buteo lineatus,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
1793,S68330982,Red-shouldered Hawk,Buteo lineatus,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
1794,S106718425,Red-shouldered Hawk,Buteo lineatus,2022-04-10,11:33:00,1,102,US-OK,36.1385187,-96.2190977,21,4,2022
1795,S101303345,Red-shouldered Hawk,Buteo lineatus,2022-01-23,13:31:00,1,91,US-OK,36.1043853,-95.9839742,113,1,2022
1796,S64885077,Red-shouldered Hawk,Buteo lineatus,2020-02-22,14:52:00,2,56,US-OK,35.813121,-95.405804,658,2,2020
1797,S64885104,Red-shouldered Hawk,Buteo lineatus,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
1798,S74373636,Red-shouldered Hawk,Buteo lineatus,2020-10-03,12:08:00,1,216,US-OK,35.894126,-95.7987213,42,10,2020
1802,S106718425,Broad-winged Hawk,Buteo platypterus,2022-04-10,11:33:00,1,102,US-OK,36.1385187,-96.2190977,21,4,2022
1805,S67804222,Swainson's Hawk,Buteo swainsoni,2020-04-25,16:17:00,2,8,US-OK,36.7858291,-98.3074058,18,4,2020
1806,S55212997,Swainson's Hawk,Buteo swainsoni,2019-04-21,07:46:00,7,52,US-OK,36.9177299,-96.6173317,88,4,2019
1815,S89280846,Red-tailed Hawk,Buteo jamaicensis,2021-05-30,11:39:00,1,16,US-OK,35.6010995,-99.2265675,12,5,2021
1827,S79023070,Red-tailed Hawk,Buteo jamaicensis,2021-01-04,13:24:00,11,273,US-OK,36.8630914,-96.5667034,69,1,2021
1828,S54002257,Red-tailed Hawk,Buteo jamaicensis,2019-03-17,15:30:00,1,90,US-OK,36.2081998,-96.0600758,12,3,2019
1829,S54632771,Red-tailed Hawk,Buteo jamaicensis,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
1830,S69480437,Red-tailed Hawk,Buteo jamaicensis,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
1831,S77745729,Red-tailed Hawk,Buteo jamaicensis,2020-12-20,11:59:00,1,72,US-OK,36.2081998,-96.0600758,57,12,2020
1832,S80524373,Red-tailed Hawk,Buteo jamaicensis,2021-02-06,10:33:00,1,93,US-OK,36.2081998,-96.0600758,58,2,2021
1836,S54425143,Red-tailed Hawk,Buteo jamaicensis,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
1837,S55479893,Red-tailed Hawk,Buteo jamaicensis,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
1878,S66369682,Red-tailed Hawk,Buteo jamaicensis,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
1879,S51186467,Red-tailed Hawk,Buteo jamaicensis,2019-01-01,15:57:00,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
1880,S76720355,Red-tailed Hawk,Buteo jamaicensis,2020-11-26,12:40:00,1,61,US-OK,36.1043853,-95.9839742,112,11,2020
1881,S101303345,Red-tailed Hawk,Buteo jamaicensis,2022-01-23,13:31:00,1,91,US-OK,36.1043853,-95.9839742,113,1,2022
1882,S64885077,Red-tailed Hawk,Buteo jamaicensis,2020-02-22,14:52:00,2,56,US-OK,35.813121,-95.405804,658,2,2020
1883,S74373636,Red-tailed Hawk,Buteo jamaicensis,2020-10-03,12:08:00,1,216,US-OK,35.894126,-95.7987213,42,10,2020
1884,S64885098,Red-tailed Hawk,Buteo jamaicensis,2020-02-22,10:39:00,1,24,US-OK,35.9322711,-95.2811987,89,2,2020
1886,S69480260,Red-tailed Hawk,Buteo jamaicensis,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
1890,S79023070,Rough-legged Hawk,Buteo lagopus,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
1910,S67802002,Barred Owl,Strix varia,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
1913,S67472235,Barred Owl,Strix varia,2020-04-18,16:29:00,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
1925,S54964350,Barred Owl,Strix varia,2019-04-14,17:06:00,1,99,US-OK,36.2235555,-95.9005058,62,4,2019
1928,S79023070,Short-eared Owl,Asio flammeus,2021-01-04,13:24:00,5,273,US-OK,36.8630914,-96.5667034,69,1,2021
1942,S100948655,Belted Kingfisher,Megaceryle alcyon,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
1958,S88201182,Belted Kingfisher,Megaceryle alcyon,2021-05-15,13:20:00,1,72,US-OK,36.2222811,-95.9239566,33,5,2021
1959,S51186467,Belted Kingfisher,Megaceryle alcyon,2019-01-01,15:57:00,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
1960,S76720355,Belted Kingfisher,Megaceryle alcyon,2020-11-26,12:40:00,2,61,US-OK,36.1043853,-95.9839742,112,11,2020
1961,S64885104,Belted Kingfisher,Megaceryle alcyon,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
1962,S74373636,Belted Kingfisher,Megaceryle alcyon,2020-10-03,12:08:00,2,216,US-OK,35.894126,-95.7987213,42,10,2020
1996,S66184821,Yellow-bellied Sapsucker,Sphyrapicus varius,2020-03-24,18:09:00,2,58,US-OK,36.1431952,-95.9334761,3154,3,2020
1997,S66369682,Yellow-bellied Sapsucker,Sphyrapicus varius,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
1998,S79022904,Yellow-bellied Sapsucker,Sphyrapicus varius,2021-01-10,11:02:00,1,93,US-OK,36.1499519,-96.2529969,107,1,2021
2002,S111728537,Red-headed Woodpecker,Melanerpes erythrocephalus,2022-05-30,08:08:00,2,302,US-OK,36.850766,-102.8821564,100,5,2022
2005,S79023070,Red-headed Woodpecker,Melanerpes erythrocephalus,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
2006,S104891497,Red-headed Woodpecker,Melanerpes erythrocephalus,2022-03-15,12:57:00,4,15,US-OK,36.9373904,-96.4254453,8,3,2022
2028,S88192658,Red-headed Woodpecker,Melanerpes erythrocephalus,2021-05-15,12:31:00,1,46,US-OK,36.2222811,-95.9239566,37,5,2021
2029,S88201182,Red-headed Woodpecker,Melanerpes erythrocephalus,2021-05-15,13:20:00,1,72,US-OK,36.2222811,-95.9239566,33,5,2021
2030,S54964350,Red-headed Woodpecker,Melanerpes erythrocephalus,2019-04-14,17:06:00,1,99,US-OK,36.2235555,-95.9005058,62,4,2019
2031,S64885085,Red-headed Woodpecker,Melanerpes erythrocephalus,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
2039,S67802026,Red-bellied Woodpecker,Melanerpes carolinus,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
2047,S87540807,Red-bellied Woodpecker,Melanerpes carolinus,2021-05-08,08:50:00,2,185,US-OK,34.7124907,-98.6413512,30,5,2021
2048,S85318603,Red-bellied Woodpecker,Melanerpes carolinus,2021-04-11,09:50:00,1,74,US-OK,35.9559819,-96.3171265,42,4,2021
2049,S89272478,Red-bellied Woodpecker,Melanerpes carolinus,2021-05-30,09:38:00,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
2060,S100948655,Red-bellied Woodpecker,Melanerpes carolinus,2022-01-17,11:31:00,2,223,US-OK,35.6222331,-95.1711273,69,1,2022
2061,S67472235,Red-bellied Woodpecker,Melanerpes carolinus,2020-04-18,16:29:00,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
2062,S79023070,Red-bellied Woodpecker,Melanerpes carolinus,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
2132,S65902721,Red-bellied Woodpecker,Melanerpes carolinus,2020-03-17,11:41:00,1,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
2133,S67289842,Red-bellied Woodpecker,Melanerpes carolinus,2020-04-15,18:54:00,1,48,US-OK,36.1441138,-95.9327686,43,4,2020
2134,S66184821,Red-bellied Woodpecker,Melanerpes carolinus,2020-03-24,18:09:00,1,58,US-OK,36.1431952,-95.9334761,3154,3,2020
2135,S68524485,Red-bellied Woodpecker,Melanerpes carolinus,2020-05-06,19:38:00,1,54,US-OK,36.1431952,-95.9334761,27,5,2020
2136,S107970844,Red-bellied Woodpecker,Melanerpes carolinus,2022-04-24,17:14:00,1,77,US-OK,36.1255459,-95.9823976,105,4,2022
2137,S68100906,Red-bellied Woodpecker,Melanerpes carolinus,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
2138,S66369682,Red-bellied Woodpecker,Melanerpes carolinus,2020-03-29,09:31:00,2,189,US-OK,36.1497985,-96.2401081,219,3,2020
2139,S80948582,Red-bellied Woodpecker,Melanerpes carolinus,2021-02-12,11:00:00,1,80,US-OK,36.1441933,-95.933674,205,2,2021
2140,S81561574,Red-bellied Woodpecker,Melanerpes carolinus,2021-02-15,07:30:00,1,60,US-OK,36.1441933,-95.933674,38,2,2021
2141,S64885073,Red-bellied Woodpecker,Melanerpes carolinus,2020-02-20,15:59:00,1,93,US-OK,36.116064,-95.98525,200,2,2020
2142,S54964350,Red-bellied Woodpecker,Melanerpes carolinus,2019-04-14,17:06:00,1,99,US-OK,36.2235555,-95.9005058,62,4,2019
2143,S64885104,Red-bellied Woodpecker,Melanerpes carolinus,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
2144,S74373636,Red-bellied Woodpecker,Melanerpes carolinus,2020-10-03,12:08:00,2,216,US-OK,35.894126,-95.7987213,42,10,2020
2145,S64885085,Red-bellied Woodpecker,Melanerpes carolinus,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
2150,S67802026,Downy Woodpecker,Dryobates pubescens,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
2154,S85318603,Downy Woodpecker,Dryobates pubescens,2021-04-11,09:50:00,2,74,US-OK,35.9559819,-96.3171265,42,4,2021
2164,S100948655,Downy Woodpecker,Dryobates pubescens,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
2165,S67472235,Downy Woodpecker,Dryobates pubescens,2020-04-18,16:29:00,1,21,US-OK,35.5005612,-95.9265259,35,4,2020
2167,S54425143,Downy Woodpecker,Dryobates pubescens,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
2168,S55479893,Downy Woodpecker,Dryobates pubescens,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
2238,S65902721,Downy Woodpecker,Dryobates pubescens,2020-03-17,11:41:00,2,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
2239,S67289842,Downy Woodpecker,Dryobates pubescens,2020-04-15,18:54:00,2,48,US-OK,36.1441138,-95.9327686,43,4,2020
2240,S66184821,Downy Woodpecker,Dryobates pubescens,2020-03-24,18:09:00,3,58,US-OK,36.1431952,-95.9334761,3154,3,2020
2241,S66797781,Downy Woodpecker,Dryobates pubescens,2020-04-07,18:37:00,1,32,US-OK,36.1431952,-95.9334761,30,4,2020
2242,S107970844,Downy Woodpecker,Dryobates pubescens,2022-04-24,17:14:00,1,77,US-OK,36.1255459,-95.9823976,105,4,2022
2243,S68100906,Downy Woodpecker,Dryobates pubescens,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
2244,S80948582,Downy Woodpecker,Dryobates pubescens,2021-02-12,11:00:00,1,80,US-OK,36.1441933,-95.933674,205,2,2021
2245,S81561574,Downy Woodpecker,Dryobates pubescens,2021-02-15,07:30:00,1,60,US-OK,36.1441933,-95.933674,38,2,2021
2246,S79022904,Downy Woodpecker,Dryobates pubescens,2021-01-10,11:02:00,1,93,US-OK,36.1499519,-96.2529969,107,1,2021
2247,S68330982,Downy Woodpecker,Dryobates pubescens,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2248,S51186467,Downy Woodpecker,Dryobates pubescens,2019-01-01,15:57:00,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
2249,S76720355,Downy Woodpecker,Dryobates pubescens,2020-11-26,12:40:00,1,61,US-OK,36.1043853,-95.9839742,112,11,2020
2250,S74373636,Downy Woodpecker,Dryobates pubescens,2020-10-03,12:08:00,1,216,US-OK,35.894126,-95.7987213,42,10,2020
2251,S64885085,Downy Woodpecker,Dryobates pubescens,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
2259,S111728537,Hairy Woodpecker,Dryobates villosus,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
2267,S64885104,Hairy Woodpecker,Dryobates villosus,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
2276,S100948655,Pileated Woodpecker,Dryocopus pileatus,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
2279,S74373636,Pileated Woodpecker,Dryocopus pileatus,2020-10-03,12:08:00,2,216,US-OK,35.894126,-95.7987213,42,10,2020
2285,S111728537,Northern Flicker,Colaptes auratus,2022-05-30,08:08:00,2,302,US-OK,36.850766,-102.8821564,100,5,2022
2289,S100948655,Northern Flicker,Colaptes auratus,2022-01-17,11:31:00,1,223,US-OK,35.6222331,-95.1711273,69,1,2022
2290,S80524373,Northern Flicker,Colaptes auratus,2021-02-06,10:33:00,1,93,US-OK,36.2081998,-96.0600758,58,2,2021
2291,S103266888,Northern Flicker,Colaptes auratus,2022-02-20,14:05:00,1,65,US-OK,36.2081998,-96.0600758,29,2,2022
2356,S65902721,Northern Flicker,Colaptes auratus,2020-03-17,11:41:00,1,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
2357,S81668053,Northern Flicker,Colaptes auratus,2021-02-15,15:30:00,1,15,US-OK,36.1441138,-95.9327686,79,2,2021
2358,S66184821,Northern Flicker,Colaptes auratus,2020-03-24,18:09:00,4,58,US-OK,36.1431952,-95.9334761,3154,3,2020
2359,S66797781,Northern Flicker,Colaptes auratus,2020-04-07,18:37:00,1,32,US-OK,36.1431952,-95.9334761,30,4,2020
2360,S66369682,Northern Flicker,Colaptes auratus,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
2361,S80948582,Northern Flicker,Colaptes auratus,2021-02-12,11:00:00,1,80,US-OK,36.1441933,-95.933674,205,2,2021
2362,S64885073,Northern Flicker,Colaptes auratus,2020-02-20,15:59:00,1,93,US-OK,36.116064,-95.98525,200,2,2020
2363,S56470322,Northern Flicker,Colaptes auratus,2019-05-18,19:16:00,1,59,US-OK,36.1301108,-95.9731293,47,5,2019
2364,S74373636,Northern Flicker,Colaptes auratus,2020-10-03,12:08:00,1,216,US-OK,35.894126,-95.7987213,42,10,2020
2365,S64885085,Northern Flicker,Colaptes auratus,2020-02-22,11:32:00,1,113,US-OK,35.9322711,-95.2811987,331,2,2020
2369,S111728537,American Kestrel,Falco sparverius,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
2377,S79023070,American Kestrel,Falco sparverius,2021-01-04,13:24:00,1,273,US-OK,36.8630914,-96.5667034,69,1,2021
2389,S64885073,American Kestrel,Falco sparverius,2020-02-20,15:59:00,1,93,US-OK,36.116064,-95.98525,200,2,2020
2390,S79022904,American Kestrel,Falco sparverius,2021-01-10,11:02:00,1,93,US-OK,36.1499519,-96.2529969,107,1,2021
2391,S101303345,American Kestrel,Falco sparverius,2022-01-23,13:31:00,1,91,US-OK,36.1043853,-95.9839742,113,1,2022
2392,S64885104,American Kestrel,Falco sparverius,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
2401,S67804222,Peregrine Falcon,Falco peregrinus,2020-04-25,16:17:00,1,8,US-OK,36.7858291,-98.3074058,18,4,2020
2410,S111728537,Western Wood-Pewee,Contopus sordidulus,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
2424,S56762852,Eastern Wood-Pewee,Contopus virens,2019-05-25,11:55:00,1,116,US-OK,36.182195,-96.2300591,29,5,2019
2459,S69480437,Alder Flycatcher,Empidonax alnorum,2020-05-14,09:21:00,1,219,US-OK,36.2081998,-96.0600758,97,5,2020
2461,S111728537,Willow Flycatcher,Empidonax traillii,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
2464,S69480437,Least Flycatcher,Empidonax minimus,2020-05-14,09:21:00,2,219,US-OK,36.2081998,-96.0600758,97,5,2020
2468,S88192658,Least Flycatcher,Empidonax minimus,2021-05-15,12:31:00,1,46,US-OK,36.2222811,-95.9239566,37,5,2021
2469,S68330982,Least Flycatcher,Empidonax minimus,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2483,S67802002,Eastern Phoebe,Sayornis phoebe,2020-04-25,14:13:00,1,97,US-OK,36.7968283,-98.1921574,75,4,2020
2484,S67802026,Eastern Phoebe,Sayornis phoebe,2020-04-25,11:48:00,3,140,US-OK,36.783717,-98.18573,64,4,2020
2487,S111728537,Eastern Phoebe,Sayornis phoebe,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
2491,S87540807,Eastern Phoebe,Sayornis phoebe,2021-05-08,08:50:00,1,185,US-OK,34.7124907,-98.6413512,30,5,2021
2492,S89277212,Eastern Phoebe,Sayornis phoebe,2021-05-30,10:49:00,1,26,US-OK,35.6247298,-99.2497676,28,5,2021
2501,S67472318,Eastern Phoebe,Sayornis phoebe,2020-04-18,17:42:00,2,22,US-OK,35.5411319,-95.9264485,35,4,2020
2502,S104891497,Eastern Phoebe,Sayornis phoebe,2022-03-15,12:57:00,2,15,US-OK,36.9373904,-96.4254453,8,3,2022
2503,S55212997,Eastern Phoebe,Sayornis phoebe,2019-04-21,07:46:00,1,52,US-OK,36.9177299,-96.6173317,88,4,2019
2504,S54632771,Eastern Phoebe,Sayornis phoebe,2019-04-06,11:20:00,1,122,US-OK,36.2081998,-96.0600758,40,4,2019
2505,S56506454,Eastern Phoebe,Sayornis phoebe,2019-05-19,15:59:00,1,66,US-OK,36.2081998,-96.0600758,47,5,2019
2506,S69480437,Eastern Phoebe,Sayornis phoebe,2020-05-14,09:21:00,2,219,US-OK,36.2081998,-96.0600758,97,5,2020
2507,S90831933,Eastern Phoebe,Sayornis phoebe,2021-06-26,14:26:00,1,71,US-OK,36.2081998,-96.0600758,48,6,2021
2509,S54425143,Eastern Phoebe,Sayornis phoebe,2019-03-31,13:38:00,1,120,US-OK,36.2179826,-95.7992634,71,3,2019
2510,S55479893,Eastern Phoebe,Sayornis phoebe,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
2554,S65902721,Eastern Phoebe,Sayornis phoebe,2020-03-17,11:41:00,2,55,US-OK,36.1043584,-95.982836699999993,86,3,2020
2555,S68524485,Eastern Phoebe,Sayornis phoebe,2020-05-06,19:38:00,1,54,US-OK,36.1431952,-95.9334761,27,5,2020
2556,S67357157,Eastern Phoebe,Sayornis phoebe,2020-04-17,11:15:00,1,19,US-OK,36.1444029,-95.9092834,63,4,2020
2557,S68100906,Eastern Phoebe,Sayornis phoebe,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
2558,S68187140,Eastern Phoebe,Sayornis phoebe,2020-05-01,10:02:00,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
2559,S66369682,Eastern Phoebe,Sayornis phoebe,2020-03-29,09:31:00,1,189,US-OK,36.1497985,-96.2401081,219,3,2020
2560,S106694384,Eastern Phoebe,Sayornis phoebe,2022-04-10,09:00:00,1,44,US-OK,36.1499519,-96.2529969,79,4,2022
2561,S74645100,Eastern Phoebe,Sayornis phoebe,2020-10-10,11:36:00,1,7,US-OK,36.215678,-95.933325,219,10,2020
2562,S68330982,Eastern Phoebe,Sayornis phoebe,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2563,S51186467,Eastern Phoebe,Sayornis phoebe,2019-01-01,15:57:00,1,75,US-OK,36.1189623,-95.9855793,79,1,2019
2564,S76720355,Eastern Phoebe,Sayornis phoebe,2020-11-26,12:40:00,1,61,US-OK,36.1043853,-95.9839742,112,11,2020
2565,S64885104,Eastern Phoebe,Sayornis phoebe,2020-02-22,09:33:00,1,45,US-OK,35.872406,-95.401213,153,2,2020
2567,S111728537,Say's Phoebe,Sayornis saya,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
2570,S111728537,Vermilion Flycatcher,Pyrocephalus rubinus,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
2571,S111728537,Ash-throated Flycatcher,Myiarchus cinerascens,2022-05-30,08:08:00,1,302,US-OK,36.850766,-102.8821564,100,5,2022
2574,S67802026,Great Crested Flycatcher,Myiarchus crinitus,2020-04-25,11:48:00,1,140,US-OK,36.783717,-98.18573,64,4,2020
2579,S87540889,Great Crested Flycatcher,Myiarchus crinitus,2021-05-08,12:55:00,1,22,US-OK,34.7112086,-98.6755943,41,5,2021
2580,S87540807,Great Crested Flycatcher,Myiarchus crinitus,2021-05-08,08:50:00,1,185,US-OK,34.7124907,-98.6413512,30,5,2021
2581,S89277212,Great Crested Flycatcher,Myiarchus crinitus,2021-05-30,10:49:00,2,26,US-OK,35.6247298,-99.2497676,28,5,2021
2582,S89272478,Great Crested Flycatcher,Myiarchus crinitus,2021-05-30,09:38:00,1,43,US-OK,35.6367053,-99.2834151,316,5,2021
2585,S56762852,Great Crested Flycatcher,Myiarchus crinitus,2019-05-25,11:55:00,1,116,US-OK,36.182195,-96.2300591,29,5,2019
2587,S55479893,Great Crested Flycatcher,Myiarchus crinitus,2019-04-27,12:53:00,1,78,US-OK,36.2179826,-95.7992634,35,4,2019
2613,S107970844,Great Crested Flycatcher,Myiarchus crinitus,2022-04-24,17:14:00,1,77,US-OK,36.1255459,-95.9823976,105,4,2022
2614,S68100906,Great Crested Flycatcher,Myiarchus crinitus,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
2615,S88192658,Great Crested Flycatcher,Myiarchus crinitus,2021-05-15,12:31:00,2,46,US-OK,36.2222811,-95.9239566,37,5,2021
2616,S68330982,Great Crested Flycatcher,Myiarchus crinitus,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
2617,S56470322,Great Crested Flycatcher,Myiarchus crinitus,2019-05-18,19:16:00,1,59,US-OK,36.1301108,-95.9731293,47,5,2019
2618,S69480260,Great Crested Flycatcher,Myiarchus crinitus,2020-05-10,14:22:00,1,89,US-OK,36.9709679,-95.9504402,66,5,2020
2620,S111728537,Cassin's Kingbird,Tyrannus vociferans,2022-05-30,08:08:00,2,302,US-OK,36.850766,-102.8821564,100,5,2022
2622,S111728537,Western Kingbird,Tyrannus verticalis,2022-05-30,08:08:00,5,302,US-OK,36.850766,-102.8821564,100,5,2022
2624,S90831933,Western Kingbird,Tyrannus verticalis,2021-06-26,14:26:00,1,71,US-OK,36.2081998,-96.0600758,48,6,2021
2626,S68032156,Western Kingbird,Tyrannus verticalis,2020-04-29,10:01:00,2,38,US-OK,36.1433479,-95.9096313,43,4,2020
2627,S68032703,Western Kingbird,Tyrannus verticalis,2020-04-29,10:01:00,2,40,US-OK,36.1444029,-95.9092834,44,4,2020
2637,S90831933,Eastern Kingbird,Tyrannus tyrannus,2021-06-26,14:26:00,1,71,US-OK,36.2081998,-96.0600758,48,6,2021
2662,S68187140,Eastern Kingbird,Tyrannus tyrannus,2020-05-01,10:02:00,1,47,US-OK,36.1501278,-95.8943009,33,5,2020
2663,S68330982,Eastern Kingbird,Tyrannus tyrannus,2020-05-03,10:37:00,6,154,US-OK,36.2213571,-95.9341192,140,5,2020
2665,S85318603,Scissor-tailed Flycatcher,Tyrannus forficatus,2021-04-11,09:50:00,1,74,US-OK,35.9559819,-96.3171265,42,4,2021
2667,S67472318,Scissor-tailed Flycatcher,Tyrannus forficatus,2020-04-18,17:42:00,1,22,US-OK,35.5411319,-95.9264485,35,4,2020
2668,S55212997,Scissor-tailed Flycatcher,Tyrannus forficatus,2019-04-21,07:46:00,1,52,US-OK,36.9177299,-96.6173317,88,4,2019
2669,S90831933,Scissor-tailed Flycatcher,Tyrannus forficatus,2021-06-26,14:26:00,1,71,US-OK,36.2081998,-96.0600758,48,6,2021
2670,S45836938,Scissor-tailed Flycatcher,Tyrannus forficatus,2018-05-19,16:19:00,1,59,US-OK,36.8156433,-94.9259874,7,5,2018
2672,S66797781,Scissor-tailed Flycatcher,Tyrannus forficatus,2020-04-07,18:37:00,1,32,US-OK,36.1431952,-95.9334761,30,4,2020
2673,S68032156,Scissor-tailed Flycatcher,Tyrannus forficatus,2020-04-29,10:01:00,1,38,US-OK,36.1433479,-95.9096313,43,4,2020
2674,S84766529,Scissor-tailed Flycatcher,Tyrannus forficatus,2021-04-04,11:17:00,1,32,US-OK,36.1433479,-95.9096313,37,4,2021
2675,S109319353,Scissor-tailed Flycatcher,Tyrannus forficatus,2022-05-08,09:23:00,3,17,US-OK,36.2349276,-95.9115887,56,5,2022
2676,S68032703,Scissor-tailed Flycatcher,Tyrannus forficatus,2020-04-29,10:01:00,1,40,US-OK,36.1444029,-95.9092834,44,4,2020
2677,S68100906,Scissor-tailed Flycatcher,Tyrannus forficatus,2020-04-30,09:33:00,1,39,US-OK,36.1501278,-95.8943009,59,4,2020
2678,S68187140,Scissor-tailed Flycatcher,Tyrannus forficatus,2020-05-01,10:02:00,2,47,US-OK,36.1501278,-95.8943009,33,5,2020
2679,S106694384,Scissor-tailed Flycatcher,Tyrannus forficatus,2022-04-10,09:00:00,2,44,US-OK,36.1499519,-96.2529969,79,4,2022
2680,S68330982,Scissor-tailed Flycatcher,Tyrannus forficatus,2020-05-03,10:37:00,1,154,US-OK,36.2213571,-95.9341192,140,5,2020
